company,domain,headquarters,employees,ownership,year_founded,description,source_list,flag
Main Electric Construction Inc,main-electric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Pulse Electric Inc.,pulseelectric.net,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Skeels Electric Co,skeelselectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
MSP Electric,msp-electric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Killmer Electric Co,killmerelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Benson Electric Company,bensonelectriccompany.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Belknap Electric Inc,belknapelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"All State Communications, Inc.",allstatecom.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Assurance Technologies Inc.,assurancetechs.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
National Powerline,nationalpowerline.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Granite Ledge Electrical Contractors, Inc.",graniteledgeelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Edling Electric,edlingelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Magnum Boring, Llc",magnumboringkc.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Rick Electric Inc,rickelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Gunnar Electric, Inc.",gunnarelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Austin Electric,austinelectric.net,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Erickson Electric Company, Inc.",ericksonelectricmn.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Mayer Electric, INC",mayer-electric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Procellis Technology,procellis.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Simon Electric,simon-electric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Bloomington Electric,bloomingtonelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Phasor Electric Company,phasorelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
RS Electric Utility Services,rselectricutility.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
HumeraTech,humeratech.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Wheeler Construction, Inc.",wheelerconstruct.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Rocket AV Inc.,rocketav.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Gefroh Electric,gefrohelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Max Electric,maxelectricms.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Schammel Electric Inc,schammelelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
BlueSky Electric Co.,blueskyelectricco.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Modern Electrical Solutions,modernelectricalsolutions.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Paul's Electric Inc,paulselectricinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Electric Systems of Duluth,electricsystemsofduluth.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
United Welding,unitedwelding.net,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Western Edge Electric,westernedgeelectricinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Hart Electric Of Northern Minnesota Inc.,hartelectricofnorthernmn.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Twenty4Seven Fire & Security,twenty4sevenfs.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Banks Electric Company,bankselectriccompany.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Town and Country Electric,tacelectric.com,"Carol Stream, IL",9,Bootstrapped,[unknown],"Town and Country Electric, Inc. specializes in providing commercial electrical services and lighting maintenance in the Chicagoland area. Their typical customers are businesses and organizations in need of electrical services, including but not limited to office buildings, retail stores, restaurants, and other commercial establishments. They differentiate themselves by emphasizing their expertise in the commercial sector and their commitment to quality service, reliability, and customer satisfaction.",B2P5ZX2E,
Northwestern Electric Inc.,northwestern-electric.com,"Minot, ND",9,Bootstrapped,1951,"Northwestern Electric Inc. is a residential and commercial electrical contractor that performs electrical installations, lighting retrofits, fire alarm and boiler electrical work, and emergency electrical service for homeowners, multi-family housing and local businesses such as restaurants and hotels. They emphasize expert support, emergency responsiveness, team-based service delivery, and community involvement.",B2P5ZX2E,
Snyder Electric Co,snyderelectricco.net,"Minnesota, USA",8,Bootstrapped,1966,"Snyder Electric Co provides electrical contracting services for residential, commercial, and industrial customers, focusing on electrical repair, maintenance, wiring, and installation of equipment such as generators and EV charging stations. They emphasize being a small, local contractor with long-term experience and offer prompt troubleshooting and repair services.",B2P5ZX2E,
"Dakota Electric Construction Co., Inc.",dakotaelectricconst.com,"Fargo, ND",8,Bootstrapped,[unknown],"Dakota Electric Construction Co., Inc. provides electrical construction services—primarily design, installation, and service of electrical systems—for residential, commercial, retail, industrial, and institutional customers. They market themselves as a long-standing provider of dependable electrical solutions focused on safety, performance, and meeting project requirements for new construction, upgrades, and maintenance.",B2P5ZX2E,
"Security Control Systems, Inc.",scsimn.com,"Burnsville, MN",8,Bootstrapped,1997,"Security Control Systems provides customized electronic security solutions including installation, programming, maintenance, and 24/7 monitoring for businesses, property managers and residential customers. They emphasize personalized system design to meet varied user requirements and ongoing support through inspections and monitoring.",B2P5ZX2E,
WJRJ Electrical,wjrjelectrical.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Rarick Financial Group,raricktax.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Tromco Electric, Llc",tromcoelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
B&L Electric Company LLC,blelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
City Wide Electrical Contractors,citywideelectricnd.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Amick Sound Inc,amicksound.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Wizard installations,wizardinstallations.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
HG Electric,hgelectric.net,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Aikey Electric,aikeyelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Nylund electric,nylundelectricmn.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Advanced Electrical Systems,aesnd.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,NAME_MATCH_REVIEW: normalized name already in dedupe authority under a different domain - verify before outreach
Rafter Electric,rafterelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Owatonna Electric,owatonnaelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Northern Electrical Solutions,northernelectricalmn.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Victor Electric,victorelectric.org,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Regency Electric Mn,regencyelectricmn.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Presidential Electric,presidentialelectricmn.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Larson Electric,larsonelectriconline.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Planet Solarity,planetsolarity.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
A & J Electric,ajelectricmn.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Bison Electric,bisonelectric.org,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Voyager Electrical Services,voyagerelectricalservices.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Division 17 Electric,division17electric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Act 1 V 8 Electric,act1v8electric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Alpha Electric Mn,alphaelectricmn.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Absolute Electric of Central MN LLC,absoluteelectricllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Rob Mueller Electric,robmuellerelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Supreme Electric Inc,supremeelectricinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,NAME_MATCH_REVIEW: normalized name already in dedupe authority under a different domain - verify before outreach
"Thompson Electric Albert Lea, MN",thompsonelectricofalbertlea.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Arcade Electric,arcadeelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
First Nation Electric,firstnationelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
River City Quilts,rivercityquilts.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Electrical Construction & Service, LLC",electrical-mn.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Infinity Electric,infinityelectricnd.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Rickard Electric Inc Elec,reifargo.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"American Residential Services, LLC",ars.com,"Memphis, TN",8165,Private Equity Platform,1975,"American Residential Services, LLC is a provider of heating, ventilation, air conditioning (HVAC) and plumbing services intended for both residential and light commercial clients. The company offers a wide range of services including plumbing, drain cleaning, sewer line, radiant barrier, insulation and electrical contracting services, enabling clients to receive the required services at an affordable rate. Its typical customers are homeowners that require maintenance, repair, or installation services for HVAC, plumbing, and electrical systems.",TC959LXU,
Empire Solar Group,empiresolargroup.com,"Salt Lake City, UT",147,Bootstrapped,2017,"Empire Solar Group provides residential and commercial solar panel and battery installation plus electrical contracting and EPC services, serving homeowners, businesses, and dealer partners. They emphasize energy independence, fast project turnaround, multi-year service warranties, assigned master electricians/project coordinators, financing support, and a social-impact partnership.",TC959LXU,
Black Diamond Experts,bdexperts.com,"Salt Lake City, UT",113,Private Subsidiary,2009,"Black Diamond Experts provides residential plumbing, HVAC, and electrical repair, installation, and maintenance services for homeowners and renters, and they market themselves as a local multi-trade provider offering 24/7 emergency service, upfront pricing, certified technicians, warranty coverage, financing, and a VIP maintenance plan.",TC959LXU,
"Surge Electric, LLC",surgeutah.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Heglar Creek Electric,heglarcreekelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
I D Electric Inc,idelect.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Expert Services,expertservicesutah.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Triple T Heating & Cooling,tripletheating.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Connect Heating and Air,utahheatingandcooling.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
WordPress,wordpress.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Vyvue,vyvue.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Downs Electric Inc,downselectric.net,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
"Marathon Electric, Llc",marathonelectricllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
NeuWave Electric Company,neuwaveelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Temporary Power Services,temporarypowerservices.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Natay Construction,natayconstruction.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
American Electric Company Inc,americanelectric.cc,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,NAME_MATCH_REVIEW: normalized name already in dedupe authority under a different domain - verify before outreach
Advanced Maintenance Inc,advancedmaintenanceinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
J P Electricals,jpelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Distinct Lighting & Electrical,distinctlightandsound.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
KMECO,kmecoutah.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Ohmega,ohmegaelectricutah.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
"Paul'S Electric Service, Inc.",paulselectricservice.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Sugarhouse Electric,sugarhouseelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
STS Electric,sts-electric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
A+ Electric,apluselectricmanti.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Denali Energy,denalinrg.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
"Next Level Electric, LLC",nextlevel-electric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Budget Plumbing & Rooter,callbudget.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Frandsen Technical Services,frandsentec.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Parleys Electric,parleyselectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Brightline Electric,callbrightline.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Momentum Electric,momentumelectricslc.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
King & Clark Electric LLC,kingandclarkelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Aloha Electric,alohaelectric.us,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
"Tactical Electrical Services, LLC",tacticalelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Fairway Electrical,fairwayelectric.net,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Timberline Electric,timberlineelectricut.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
High Country Electric,highcountryelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Sego Builders,segobuilders.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Three Peaks Electric,threepeakselectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Hoffmann Energy,hoffmannenergy.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Homestead Electric,homesteadelectric.net,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,NAME_MATCH_REVIEW: normalized name already in dedupe authority under a different domain - verify before outreach
Snow Top Electric,snowtopelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Alpine Electric Services,alpineelectricutah.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Rogue Electric,roguelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Dream Maker Electric,dreammakerelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Macks Builds LLC,macksbuildsllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Robertson Electric,robertsonelectricllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Same Day Electric,samedayelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Suntrica Ltd.,suntrica.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Industrial Power & Controls,ipc.energy,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Alpha Electric,alpha-electric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,NAME_MATCH_REVIEW: normalized name already in dedupe authority under a different domain - verify before outreach
K7H Electric LLC,k7helectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],TC959LXU,
Integrated Electrical Services (IES),ies-co.com,"Sugar Land, TX",11926,Public,1997,"IES Holdings provides electrical construction, systems integration, and related industrial services to commercial, institutional, industrial and utility customers. They deliver design-build electrical contracting, installation and maintenance work and offer prefabricated/modular electrical solutions and component supply through subsidiaries. They emphasize integrated, end-to-end electrical and systems capabilities and turnkey prefabrication as distinguishing aspects of their offering.",AG7VH6VZ,
Helix Electric,helixelectric.com,"San Diego, CA",7166,Bootstrapped,1985,"Helix Electric provides electrical construction and integrated electrical services for commercial, industrial, data center, utility-scale renewable energy, and EV charging projects. They serve developers, industrial firms, utilities, general contractors, and organizations deploying charging infrastructure, and they claim differentiation through design-build capabilities, prefabrication, and full lifecycle electrical project delivery.",AG7VH6VZ,
Gaylor Electric,gaylor.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
Facility Solutions Group,fsg.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
Bergelectric,bergelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
"ISC Constructors, LLC",iscgrp.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
CEC,cecfg.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
MMR Group,mmrgrp.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
"M.C. Dean, Inc.",mcdean.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
Faith Technologies Incorporated (FTI),faithtechinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
Rogers Electric,rogerselectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
Power Design Inc.,powerdesigninc.us,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
"Wayne J. Griffin Electric, Inc.",waynejgriffinelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
"Encore Electric, Inc.",encoreelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
"ICS Holding, LLC",icsholdingllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
Interstates,interstates.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
JMEG Electrical Contractors,jmeg.us,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
"Everus Construction Group, Inc.",everus.com,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
Willison Electric,wilsonelectric.net,[unknown],[unknown],[unknown],[unknown],[unknown],AG7VH6VZ,
"Robinson Brothers Construction, LLC",rbc-utility.com,[unknown],[unknown],[unknown],[unknown],[unknown],PXZB5DQZ,
Power Technology Inc,powerti.net,[unknown],[unknown],[unknown],[unknown],[unknown],PXZB5DQZ,
Salish Construction,salishelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],PXZB5DQZ,
"RiverLine Power, LLC.",riverlinepower.com,[unknown],[unknown],[unknown],[unknown],[unknown],PXZB5DQZ,
O'Neill Construction Group,oneillconstructiongroup.com,[unknown],[unknown],[unknown],[unknown],[unknown],PXZB5DQZ,
Jaco Testing,jacotesting.com,[unknown],[unknown],[unknown],[unknown],[unknown],PXZB5DQZ,
FB Titan,fbtitan.com,[unknown],[unknown],[unknown],[unknown],[unknown],PXZB5DQZ,
Yateslineco.Com,yateslineco.com,[unknown],[unknown],[unknown],[unknown],[unknown],PXZB5DQZ,
Auuinc.Com,auuinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],PXZB5DQZ,
1884 Line Co,1884lineco.com,[unknown],[unknown],[unknown],[unknown],[unknown],PXZB5DQZ,
