company,domain,bucket,campaign,priority,wave,had_email_before,had_phone_before,enriched,has_mobile,source,status
Conaway Electrical Service Inc.,conawayelectrical.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 32 contacts, none matched owner titles"
"Control Power Maintenance Electric, INC.",cpmelectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,non-owner administrator
Control Systems Integration LLC,eecsi.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Correct Electric Inc Houston,correctinc.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
D&S Electric Group Inc,dselectric.us,T5,Commercial & Industrial Ctrs,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 3 contacts, none matched owner titles"
"DNESCO Electric, Inc.",dnesco.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"DanCar Industrial Group, Inc.",dancargroup.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Dean Brothers Inc,deanbrothersinc.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 5 contacts, none matched owner titles"
"Diamond Industrial Group, LLC",diamondindustrialgroup.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Dixon Electrical Systems & Contracting Inc.,dixonelectrical.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,,,inven,"title_filter_miss: 8 contacts, none matched owner titles"
"Doyle Electric, Inc.",doyleelectricinc.com,T5,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Electrical Systems Inc.,electricalsystemsinc.net,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Electrical Techniques, Inc.",electricaltechniques.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 4 contacts, none matched owner titles"
"Electrical Work, Inc.",electrical-work.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Electro Design Engineering, Inc.",edeusa.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven+grata,"owner found, no verified emails"
"Facilico, Inc.",facilico.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Feed Yard Industrial Solutions,fyi.solutions,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 8 contacts, none matched owner titles"
Flemington Instrument Co,flemingtoninstrument.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,non-owner service manager
Fullford Electric Inc,fullfordelectric.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Gilmore Electric,gilmoreelectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no verified data
Graphic Electric Inc,graphicelectric.org,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Greenway Electric,greenwayelectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 3 contacts, none matched owner titles"
Gulf Electric Co Inc,gulfelec.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven+grata,"non-owner foreman, office line only"
"I.C.E. Contractors, Inc.",icecontractors.net,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Impax Automation, LLC",impaxautomation.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven,ok
Intermountain Electrical Contractors,iecelko.com,T4,Commercial & Industrial Ctrs,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no coverage
"KM Kelly, Inc",kmkellyinc.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 6 contacts, none matched owner titles"
"Kansas Electric, Inc",kansaselectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Klein Automation & Electric Inc.,kleinae.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Knight Electric,knightelectrical.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Leed Electric, INC.",leedelectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Lighthouse Electrical,lighthouseelec.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"Liberia location, no verified emails, office line only"
Lpm Electric,lpmelectric.com,T5,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 3 contacts, none matched owner titles"
MSI Construction Co,msiconst.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 16 contacts, none matched owner titles"
"Merit Electrical, INC.",meritelectrical.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
"Muth Electric, Inc.",muthelectric.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Nelson & Sons Electric,nelsonselectric.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Ordes Electric Inc,ordeselectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 6 contacts, none matched owner titles"
Pacific Quality Controls Inc,pqci.net,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Peak Industries LLC,peak-ind.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Phillips Electrical / Mechanical,phillipselectrical.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Preferred Electrical,preferredelectrical.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 11 contacts, none matched owner titles"
"Prime Electrical Services, Inc.",primeelectrical.net,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no verified emails; person name not resolved
"Prizm Electrical Solutions, Inc",prizmelectrical.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Pro-Lectric Industrial Contractors, INC",prolectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 2 contacts, none matched owner titles"
R/S Electric Corp.,rselectriccorp.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,title says Retired - verify current role
Ridgeline Electrical Industries,ridgelineei.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven,office line only
Rudy L. Hawkins Electrical,rudylhawkinselectrical.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,non-owner title returned (Project Manager)
"SW Electric, LLC",swetexas.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Schaffhouser Electric Company, LLC.",schaffhouser.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Schemm Electric Co,schemmelectric.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
"Shenandoah Electrical Services, Inc.",sesiec.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Smart Electric Company Inc,smartelectriccompanyinc.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Southern Contracting Company,southerncontracting.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match (2 contacts at domain)
"Summit Electrical Contractors, Inc",summitelectrical.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Telstar Instruments,telstarinc.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,non-owner title returned (Project Manager)
Texan Electric Co Inc,texanelectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match
Tomco Electric Inc,tomcoelectric.com,T5,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven+grata,no title match (12 contacts at domain)
Triad Power and Controls,triadpowerandcontrols.com,T4,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
"Triune Electric, Inc.",triunenc.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,non-owner title returned (Shop Manager)
"Universal Electrical Service, Inc.",universalelectrical.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Vanguard Electrical Services, LLC",vesdfw.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Tls Electric,tlselectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven,no phone; contact located UK - possible wrong match
"A-1 Electrical Contractors, Inc.",a1eleco.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Aireko Energy Group,airekoenergygroup.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 12 contacts, none matched owner titles"
Akron Electric Company Inc,akronelectric.net,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no coverage
American System Controls & Integration Inc.,americanscii.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Amprite Electric Company, Inc.",aeelectricservice.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 1 contacts, none matched owner titles"
"Bixby Electric, Inc.",bixbyelectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Bonus Electric Co., LLC",bonuselectric.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven,office line only
"Cal's Electrical Service, Inc.",calselectric.com,T4,Commercial & Industrial Ctrs,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no owner-title match
Canyon State Electric,canyonstateelectric.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Diamond Bar Electric,diamondbarelectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 17 contacts, none matched owner titles"
Elliott Electric Inc.,elliottelectric.net,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 1 contacts, none matched owner titles"
"Enertech Electrical, Inc.",enertechelectrical.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven,ok
Evolved Lighting Solutions,evolvedle.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Five Star Electric,fivestarelectric.org,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no coverage
Hertzler Electric,hertzlerelectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 5 contacts, none matched owner titles"
Innovated Energy Controls,innovatedenergycontrols.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 3 contacts, none matched owner titles"
JM Electrical Company Inc,jmelectrical.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Jake S Electric,jakeselectric.net,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no coverage
Jdgaddis Electrical Contractors Inc,jdgaddiselectric.com,T5,Commercial & Industrial Ctrs,campaign-Nurture,CAMPAIGN,,,,,inven,no provider coverage
Junction One Technologies,junctionone.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
"Kevco Electrical Construction, Inc.",kevcoelectrical.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 8 contacts, none matched owner titles"
Melvin Electric,melvinelectric.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 4 contacts, none matched owner titles"
Mid-South Electric Contractors,mid-southelectric.net,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
National E Solutions,nationalesolutions.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
P&D Electric Inc.,pdelectricinc.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
PowerTek LLC,powertekllc.com,T4,Commercial & Industrial Ctrs,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,office line only; not owner-level title
R L Wiley Electrical Contractors Inc,rlwiley.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no provider coverage
SKF Electrical Corp.,skfelectric.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Service Electric of Michigan,seomofmi.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no provider coverage
"Shoreline Power Services, Inc.",shorelinepowerservices.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Spectra Electrical Services, Inc.",spectra-electrical.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Tommy Wallace Electrical Inc,twallaceinc.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 3 contacts, none matched owner titles"
"United Electric Company, Inc.",ueco.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 9 contacts, none matched owner titles"
"Vasko Electric, Inc.",vasko.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Westside Electric,westside-electric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no coverage
Windemuller Technical Services,windemuller.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match
"5 Star Engineering and Maintenance, LLC",5starengineering.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match (8 contacts at domain)
"A&W Electric, Inc.",aandwelectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Access Electric,accesstopower.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
"Action Electrical Contractors, Inc.",actionelectricalcontractors.com,T5,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven,office line only
Advanced Electrical Solutions,advancedelectricalsolutions.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven,ok
Aetna Corp.,aetnacorp.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"All Industrial Electric, Inc.",allindustrialelectric.com,T5,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,non-owner title returned (Vice President)
All-State Electrical,allstateelec.com,T5,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
"Allen Yoho Electrical, Inc.",aye-inc.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,no verified email
Alman Electric Inc,almanelec.com,T5,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven+grata,"no owner-title match (8 contacts on file, none titled)"
AmWest Control Inc.,amwestcontrol.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Amber Electrical Contractors, Inc.",amberelectrical.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"American Energy Services, LLC",aeservices.us,T5,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,not owner-level title (VP Sales)
"Amptek, Inc.",amptekcontractors.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Andrew-Jordan Industrial, LLC",ajielectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Angiel Electrical Construction,angielecc.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Atlas/Pellizzari Electric,atlas-pellizzari.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven,ok
Averill Electric,averillelectric.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"no owner-title match (8 contacts on file, none titled)"
"BESCO Building Electrical Systems, Inc.",bescoelec.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
Banta,bantaelectric.com,T5,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
"Barth Electric Company, Inc.",barthelectric.com,T5,Commercial & Industrial Ctrs,campaign-P3,CAMPAIGN,,,yes,,inven+grata,no title match (23 contacts at domain)
Baxter Electric,baxterelectricllc.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Bennett Electrical Contractor,bennettelectric.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
Besco Electrical,bescoelectrical.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match
Bitting Electric Inc,bittingelectric.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven,no phone
Bolt Electric,bolt-electric.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Brad's Electric, Inc.",bei-sc.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
"Bridgefield Electrical Services, Inc.",bridgefieldelectric.com,T4,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match
CLI Services,coloradolighting.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
CSE Electric,csetx.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Carmel Electric Co,carmelelectric.com,T5,Commercial & Industrial Ctrs,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
